,,,"Weather Station 1","Weather Station 1","Weather Station 1","Weather Station 1","Weather Station 1","Weather Station 1","Weather Station 2","Weather Station 2","Weather Station 2","Weather Station 2","Weather Station 2","Weather Station 2","Weather Station 2","Weather Station 4","Weather Station 4","Weather Station 4","Weather Station 4","Weather Station 4","Weather Station 4","Weather Station 4","Weather Station 6","Weather Station 6","Weather Station 6","Weather Station 6","Weather Station 6","Weather Station 6","Weather Station 6"
1998/10/05,1998,278,10.9,2.084,,,0,2.951,12.51,-2.83,,,,0,2.508,,,,,,,,,,,,,,
1998/10/06,1998,279,15.91,3.717,,,0,2.043,17.75,0.135,,,,0,2.838,,,,,,,,,,,,,,
1998/10/07,1998,280,23.31,6.738,,,0,1.943,22.7,4.184,,,,0,1.771,,,,,,,,,,,,,,
1998/10/08,1998,281,23.47,11.31,,,0,2.243,23.64,7.94,,,,0,2.395,,,,,,,,,,,,,,
1998/10/09,1998,282,22.22,9.45,,,0,2.61,23.44,5.165,,,,0,1.959,,,,,,,,,,,,,,
1998/10/10,1998,283,16.51,6.824,,,0,2.382,16.84,2.257,,,,0,1.691,,,,,,,,,,,,,,
1998/10/11,1998,284,18.23,4.127,,,0,1.441,20.01,0.517,,,,0,2.705,,,,,,,,,,,,,,
1998/10/12,1998,285,21.75,7.16,,,0,1.097,23.88,5.543,,,,0,1.765,,,,,,,,,,,,,,
1998/10/13,1998,286,25.2,11.32,,,0,2.265,25.05,8.12,,,,0,2.236,,,,,,,,,,,,,,
1998/10/14,1998,287,18.57,7.52,,,0,1.653,20.7,4.088,,,,0,1.784,,,,,,,,,,,,,,
1998/10/15,1998,288,11.15,3.079,,,2.286,1.527,8.56,1.377,,,,3.81,0.703,,,,,,,,,,,,,,
1998/10/16,1998,289,4.793,2.321,,,0,1.48,3.657,-0.19,,,,0,1.373,,,,,,,,,,,,,,
1998/10/17,1998,290,11.61,2.719,,,0,2.33,13.44,-1.002,,,,0,1.536,,,,,,,,,,,,,,
1998/10/18,1998,291,14.27,2.262,,,0,1.84,15.55,-0.8,,,,0,2.655,,,,,,,,,,,,,,
1998/10/19,1998,292,16.26,4.757,,,0,1.085,17.08,2.053,,,,0,2.042,,,,,,,,,,,,,,
1998/10/20,1998,293,19.52,6.136,,,0,4.15,18.79,5.746,,,,0,2.72,,,,,,,,,,,,,,
1998/10/21,1998,294,20.23,10.72,,,0,4.904,20.14,6.82,,,,0,2.236,,,,,,,,,,,,,,
1998/10/22,1998,295,20.22,8.83,,,0.254,1.797,19.7,5.02,,,,0,2.087,,,,,,,,,,,,,,
1998/10/23,1998,296,17.88,7.83,,,0,2.174,16.65,4.722,,,,0,2.107,,,,,,,,,,,,,,
1998/10/24,1998,297,20.09,7.45,,,0,2.19,18.81,4.394,,,,0,1.726,,,,,,,,,,,,,,
1998/10/25,1998,298,15.05,9.11,,,0.254,2.091,15.34,7.47,,,,0.254,0.757,,,,,,,,,,,,,,
1998/10/26,1998,299,13.98,8.65,,,1.27,1.008,12.1,6.839,,,,1.016,0.928,,,,,,,,,,,,,,
1998/10/27,1998,300,15.86,7.5,,,0,1.323,15.36,4.684,,,,0,1.166,,,,,,,,,,,,,,
1998/10/28,1998,301,13.83,5.655,,,0,1.423,13.44,2.705,,,,0,0.983,,,,,,,,,,,,,,
1998/10/29,1998,302,10.26,3.62,,,9.65,1.49,10.13,2.619,,,,9.65,1.14,,,,,,,,,,,,,,
1998/10/30,1998,303,6.94,4.593,,,1.27,1.423,5.34,2.504,,,,2.54,0.572,,,,,,,,,,,,,,
1998/10/31,1998,304,11.91,3.031,,,0,1.313,9.99,0.622,,,,0,0.736,,,,,,,,,,,,,,
1998/11/01,1998,305,11.94,3.163,,,0,1.576,10.76,1.377,,,,0,0.862,,,,,,,,,,,,,,
1998/11/02,1998,306,8.61,3.221,,,0,1.201,6.714,1.684,,,,0.508,0.608,,,,,,,,,,,,,,
1998/11/03,1998,307,8.93,1.134,,,0.508,1.973,8.52,-2.551,,,,0.508,1.358,,,,,,,,,,,,,,
1998/11/04,1998,308,10.35,1.051,,,0,2.449,11.53,-3.698,,,,0,2.054,,,,,,,,,,,,,,
1998/11/05,1998,309,10.35,0.348,,,5.08,1.59,9.78,-0.867,,,,1.524,0.643,,,,,,,,,,,,,,
1998/11/06,1998,310,6.055,-1.262,,,13.21,1.895,2.908,-5.853,,,,7.62,1.259,,,,,,,,,,,,,,
1998/11/07,1998,311,8.01,-1.708,,,0,2.394,5.679,-6.501,,,,0,2.03,,,,,,,,,,,,,,
1998/11/08,1998,312,6.998,-1.993,,,7.62,2.189,3.859,-6.059,,,,2.54,1.05,,,,,,,,,,,,,,
1998/11/09,1998,313,,,,,,,1.272,-6.316,,,,1.524,2.122,,,,,,,,,,,,,,
1998/11/10,1998,314,,,,,,,2.133,-5.385,,,,3.81,1.851,,,,,,,,,,,,,,
1998/11/11,1998,315,,,,,,,3.533,-4.345,,,,0,1.497,,,,,,,,,,,,,,
1998/11/12,1998,316,,,,,,,8.15,-5.647,,,,0,2.618,,,,,,,,,,,,,,
1998/11/13,1998,317,,,,,,,9.43,-3.408,,,,0,2.469,,,,,,,,,,,,,,
1998/11/14,1998,318,,,,,,,14.55,0.24,,,,0,0.939,,,,,,,,,,,,,,
1998/11/15,1998,319,,,,,,,12.84,2.113,,,,0,1.628,,,,,,,,,,,,,,
1998/11/16,1998,320,,,,,,,11.61,0.594,,,,0,1.439,,,,,,,,,,,,,,
1998/11/17,1998,321,,,,,,,11.4,0.863,,,,1.524,0.854,,,,,,,,,,,,,,
1998/11/18,1998,322,,,,,,,4.146,-2.823,,,,0.508,0.447,,,,,,,,,,,,,,
1998/11/19,1998,323,,,,,,,5.08,-4.772,,,,0,1.384,,,,,,,,,,,,,,
1998/11/20,1998,324,,,,,,,9.05,-5.453,,,,0,2.181,,,,,,,,,,,,,,
1998/11/21,1998,325,,,,,,,13.28,1.052,,,,0,0.708,,,,,,,,,,,,,,
1998/11/22,1998,326,,,,,,,12.88,3.377,,,,0.762,1.276,,,,,,,,,,,,,,
1998/11/23,1998,327,,,,,,,16.71,3.34,,,,0,4.273,,,,,,,,,,,,,,
1998/11/24,1998,328,,,,,,,13.46,-1.364,,,,0,1.823,,,,,,,,,,,,,,
1998/11/25,1998,329,,,,,,,13.11,-1.69,,,,0,1.299,,,,,,,,,,,,,,
1998/11/26,1998,330,,,,,,,16.2,4.127,,,,0,1.421,,,,,,,,,,,,,,
1998/11/27,1998,331,,,,,,,15.59,6.609,,,,0,1.697,,,,,,,,,,,,,,
1998/11/28,1998,332,,,,,,,11.34,5.697,,,,0,0.742,,,,,,,,,,,,,,
1998/11/29,1998,333,,,,,,,7.66,2.966,,,,0.508,0.571,,,,,,,,,,,,,,
1998/11/30,1998,334,,,,,,,16.55,3.888,,,,0,2.508,,,,,,,,,,,,,,
1998/12/01,1998,335,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998/12/02,1998,336,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998/12/03,1998,337,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998/12/04,1998,338,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998/12/05,1998,339,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998/12/06,1998,340,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998/12/07,1998,341,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998/12/08,1998,342,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998/12/09,1998,343,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998/12/10,1998,344,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998/12/11,1998,345,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998/12/12,1998,346,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998/12/13,1998,347,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998/12/14,1998,348,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998/12/15,1998,349,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998/12/16,1998,350,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998/12/17,1998,351,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998/12/18,1998,352,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998/12/19,1998,353,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998/12/20,1998,354,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998/12/21,1998,355,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998/12/22,1998,356,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998/12/23,1998,357,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998/12/24,1998,358,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998/12/25,1998,359,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998/12/26,1998,360,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998/12/27,1998,361,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998/12/28,1998,362,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998/12/29,1998,363,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998/12/30,1998,364,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998/12/31,1998,365,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999/01/01,1999,1,2.939,-6.422,,,0.254,1.246,2.881,-5.295,,,,7.62,1.229,1.809,-11.05,,,,0,0.897,-0.899,-6.315,,,,0,1.214
1999/01/02,1999,2,5.993,0.017,,,0,1.623,2.298,-7.07,,,,1.524,2.76,0.11,-13.6,,,,0.254,0.874,-0.034,-7.82,,,,0,0.929
1999/01/03,1999,3,6.328,1.475,,,1.016,1.485,2.556,-10.34,,,,1.016,2.75,5.147,-12.38,,,,2.54,0.589,-2.742,-10.69,,,,0,0.898
1999/01/04,1999,4,8.5,2.701,,,0,1.754,5.496,-8.55,,,,0.508,2.231,8.44,-7.74,,,,3.302,0.797,1.495,-8.69,,,,0,1.086
1999/01/05,1999,5,10.22,3.355,,,0,1.795,7.6,-3.368,,,,0,0.873,11.54,-6.577,,,,3.302,0.545,4.697,-2.137,,,,0,1.786
1999/01/06,1999,6,11.7,3.232,,,0,2.031,11.14,-0.981,,,,0,1.432,5.848,-7.49,,,,0,1.193,7.95,0.407,,,,0,1.75
1999/01/07,1999,7,7.59,0.243,,,6.35,1.332,8.15,-3.099,,,,0,1.289,2.658,-10,,,,0,1.13,4.583,-3.896,,,,0,2.081
1999/01/08,1999,8,5.389,-1.424,,,8.64,2.281,4.549,-6.177,,,,0,1.717,5.29,-10.04,,,,0,0.912,-0.611,-7.39,,,,0,1.25
1999/01/09,1999,9,3.477,-5.351,,,0,1.877,6.405,-6.513,,,,0,1.35,7.7,-2.974,,,,0,0.717,2.351,-6.809,,,,0,1.617
1999/01/10,1999,10,1.796,-5.351,,,0,2.726,8.87,0.483,,,,0,1.077,12.48,-4.826,,,,0,0.536,5.245,-0.823,,,,0,1.414
1999/01/11,1999,11,5.611,-3.084,,,0,1.814,9.03,0.338,,,,0,1.358,5.234,-4.962,,,,0,1.162,9.17,2.068,,,,0,1.793
1999/01/12,1999,12,8.89,-0.921,,,0,1.777,7.23,-2.656,,,,0,1.591,3.988,-8.08,,,,0,1.036,4.282,-4.239,,,,0,1.535
1999/01/13,1999,13,11.56,2.519,,,0,1.548,6.301,-4.294,,,,0,1.214,9.98,-9.1,,,,0,0.582,1.082,-4.848,,,,0,1.184
1999/01/14,1999,14,8.46,-1.642,,,0,1.77,7.42,-4.77,,,,0,1.351,6.492,-4.353,,,,2.032,0.759,7.96,-4.607,,,,0,1.53
1999/01/15,1999,15,4.019,-2.564,,,0,2.047,8.4,-0.587,,,,1.524,0.857,5.299,-4.517,,,,4.826,1.317,4.848,-1.972,,,,0,1.72
1999/01/16,1999,16,6.813,-0.257,,,0,1.422,5.99,-0.874,,,,2.032,0.512,2.864,-3.767,,,,1.778,0.757,2.221,-4.648,,,,0,1.689
1999/01/17,1999,17,9.54,2.432,,,0,1.462,3.858,-2.608,,,,0.254,0.447,9.48,0.668,,,,11.68,0.842,1.252,-6.394,,,,0,1.055
1999/01/18,1999,18,10.4,2.803,,,0,1.475,8.29,0.959,,,,12.7,1.14,5.77,-1.65,,,,5.842,0.585,4.187,-1.67,,,,0,1.944
1999/01/19,1999,19,6.071,0.443,,,0,1.845,5.922,-0.368,,,,0.254,0.666,5.139,-1.421,,,,7.62,1.054,1.758,-2.564,,,,0,1.402
1999/01/20,1999,20,6.514,-2.127,,,0,2.129,4.581,0.472,,,,5.08,0.447,1.23,-5.621,,,,0,2.544,0.887,-1.687,,,,0,1.666
1999/01/21,1999,21,9.38,-1.935,,,0,1.507,0.847,-3.079,,,,2.54,0.447,1.552,-9.87,,,,0,0.636,-1.068,-6.86,,,,0,1.893
1999/01/22,1999,22,9.8,2.206,,,1.016,2.245,1.992,-6.57,,,,5.08,1.403,11.82,-4.555,,,,9.14,1.519,-1.526,-8.76,,,,0,1.078
1999/01/23,1999,23,10.42,-0.933,,,1.27,1.726,8.62,-1.104,,,,0,2.263,1.381,-3.5,,,,0.254,0.611,3.847,-4.619,,,,0,2.243
1999/01/24,1999,24,9.55,0.15,,,0,1.894,0.465,-3.242,,,,0,0.447,11.45,-6.01,,,,7.37,0.89,-1.601,-6.191,,,,0,0.603
1999/01/25,1999,25,11.07,1.618,,,9.65,2.08,2.584,-4.702,,,,3.81,0.831,-1.021,-4.778,,,,0,1.583,8.67,-5.461,,,,0,1.122
1999/01/26,1999,26,8.59,1.77,,,0.254,2.533,-0.329,-4.295,,,,0.254,0.52,-1.221,-14.46,,,,0.254,1.601,2.841,-5.663,,,,0,1.728
1999/01/27,1999,27,6.703,-0.24,,,6.096,1.671,-0.166,-9.25,,,,0,0.829,1.646,-17.08,,,,0,0.677,-5.326,-12.29,,,,0,1.098
1999/01/28,1999,28,0.86,-3.194,,,0,1.842,2.04,-13.04,,,,1.016,2.461,8.01,-14.71,,,,1.016,0.738,-2.035,-13.1,,,,0,0.805
1999/01/29,1999,29,6.042,-3.001,,,10.92,1.784,4.591,-10.87,,,,4.064,2.164,14,-11.76,,,,5.588,0.697,4.772,-8.94,,,,0,0.735
1999/01/30,1999,30,11.49,-1.387,,,0,1.756,5.943,-9.34,,,,0,1.204,18.1,-6.341,,,,0,0.865,5.547,-4.074,,,,0,1.048
1999/01/31,1999,31,0.253,-3.108,,,0,0.676,9.45,-3.849,,,,0,1.107,0.962,-13.66,,,,0,1.847,7.88,-3.945,,,,0,1.414
1999/02/01,1999,32,3.385,-3.43,,,9.4,1.016,3.599,-9.03,,,,2.032,1.284,4.966,-14.16,,,,0,0.975,-3.405,-10.15,,,,0,1.534
1999/02/02,1999,33,1.648,-2.526,,,1.27,1.508,3.073,-9.7,,,,2.54,2.155,11.76,-6.498,,,,4.064,1.503,-1.364,-10.29,,,,0,1.697
1999/02/03,1999,34,,-8.76,,,2.54,2.114,9.62,-1.583,,,,0,1.319,13.66,-6.596,,,,0.508,0.957,3.629,-3.14,,,,0,2.195
1999/02/04,1999,35,0.724,-8.92,,,3.556,1.618,9.54,-1.238,,,,0,1.497,5.242,-1.611,,,,2.032,0.553,6.605,-1.18,,,,0,2.275
1999/02/05,1999,36,3.582,,,,,0.994,2.691,-0.961,,,,8.89,0.552,9.45,-4.413,,,,0.254,1.684,-0.382,-3.122,,,,0,1.222
1999/02/06,1999,37,4.068,,,,0,1.119,6.882,-2.829,,,,0,1.965,12.58,1.75,,,,0,1.968,1.823,-3.566,,,,0,2.138
1999/02/07,1999,38,10.55,-2.057,,,0,1.39,7.82,2.115,,,,0,0.447,9.76,1.514,,,,0,1.007,3.565,-0.617,,,,0,2.906
1999/02/08,1999,39,2.802,-4.493,,,9.65,2.598,6.115,0.214,,,,3.556,0.447,24.96,-0.927,,,,0,3.339,2.436,-3.063,,,,0,2.373
1999/02/09,1999,40,4.54,-4.994,,,0,1.844,12.31,0.683,,,,0,5.821,-0.937,-10.75,,,,0,2.083,6.748,-2.679,,,,0,4.361
1999/02/10,1999,41,9.43,1.021,,,0,1.803,4.972,-9.55,,,,0,3.117,-1.992,-19.1,,,,0,1.257,-2.755,-13.85,,,,0,1.924
1999/02/11,1999,42,11.49,0.746,,,3.302,1.617,-0.749,-14.91,,,,0.254,2.486,14.86,-15.35,,,,0,0.966,-5.998,-15.91,,,,0,1.126
1999/02/12,1999,43,3.101,-0.04,,,6.35,1.035,5.117,-12.03,,,,1.27,2.234,30.9,-9.52,,,,0,0.567,8.73,-11.98,,,,0,0.88
1999/02/13,1999,44,7.72,0.719,,,0,2.039,9.04,-7.85,,,,0,1.07,15.63,-5.263,,,,0,1.511,12.11,2.862,,,,0,1.341
1999/02/14,1999,45,10.35,2.86,,,1.524,2.226,10.26,-1.372,,,,0,1.405,9.62,-9.18,,,,0,1.153,6.542,-3.177,,,,0,2.341
1999/02/15,1999,46,8.61,0.68,,,2.794,1.161,5.842,-6.078,,,,0,1.703,16.41,-8.77,,,,0,0.89,-0.241,-7.11,,,,0,1.22
1999/02/16,1999,47,14.61,-5.404,,,0,3.629,8.44,-4.944,,,,0,1.434,6.108,-0.945,,,,0,2.078,3.159,-5.649,,,,0,1.398
1999/02/17,1999,48,,,,,,,4.764,-0.654,,,,0.508,0.447,15.72,-9.2,,,,0,0.96,0.614,-4.646,,,,0,2.285
1999/02/18,1999,49,,,,,,,5.534,-5.853,,,,0,1.027,5.725,-10.21,,,,0,2.374,0.639,-8.23,,,,0,1.536
1999/02/19,1999,50,,,,,,,3.947,-5.324,,,,0,1.045,17.36,-13.04,,,,0,1.157,-0.794,-7.72,,,,0,1.857
1999/02/20,1999,51,,,,,,,7.21,-8.45,,,,0,0.708,13.91,-4.759,,,,0,2.329,2.565,-9.07,,,,0,1.64
1999/02/21,1999,52,,,,,,,8.92,-3.202,,,,0,0.746,5.666,-5.088,,,,0,2.027,3.518,-7.54,,,,0,2.35
1999/02/22,1999,53,,,,,,,5.602,-4.682,,,,0.762,0.892,15.43,-3.059,,,,0,1.141,-2.629,-9.08,,,,0,1.711
1999/02/23,1999,54,,,,,,,10.02,-1.219,,,,0,1.899,,-4.161,,,,0,0.995,4.129,-4.951,,,,0,1.615
1999/02/24,1999,55,,,,,,,16.23,0.166,,,,0,2.283,29.17,-4.759,,,,0,2.099,10.12,0.323,,,,0,1.681
1999/02/25,1999,56,,,,,,,13.15,-2.263,,,,0,4.735,5.898,-8.75,,,,0,1.391,7.71,-5.776,,,,0,3.026
1999/02/26,1999,57,,,,,,,5.592,-6.107,,,,0.762,2.201,19.81,-9.27,,,,0,0.871,-0.174,-7.51,,,,0,1.452
1999/02/27,1999,58,,,,,,,11.45,-5.676,,,,0,1.717,40.18,-1.991,,,,0,0.944,5.399,-6.857,,,,0,1.171
1999/02/28,1999,59,,,,,,,18.67,1.437,,,,0,2.013,15.29,-1.032,,,,0,0.797,10.75,1.318,,,,0,1.769
1999/03/01,1999,60,,,,,,,10.87,0.969,,,,2.794,1.845,21.83,-7.08,,,,0,0.791,7.97,-2.338,,,,0,1.542
1999/03/02,1999,61,,,,,,,12.44,-4.799,,,,0,2.431,21.86,-1.877,,,,0,0.975,6.424,-6.101,,,,0,1.12
1999/03/03,1999,62,,,,,,,13.48,1.255,,,,0,2.147,4.677,-8.6,,,,0,1.332,8.06,0.05,,,,0,2.166
1999/03/04,1999,63,,,,,,,3.823,-6.659,,,,4.826,1.157,7.82,-14.25,,,,0,0.771,3.152,-10.5,,,,0,1.209
1999/03/05,1999,64,,,,,,,5.247,-11.2,,,,0.508,1.71,20.5,-9.09,,,,0,0.811,-0.918,-12.96,,,,0,1.04
1999/03/06,1999,65,,,,,,,12.45,-3.443,,,,0,1.714,7.96,-4.018,,,,0,1.064,6.157,-6.556,,,,0,1.555
1999/03/07,1999,66,,,,,,,7.21,-1.363,,,,0,0.832,9.12,-6.284,,,,0,1.223,3.757,-5.172,,,,0,1.635
1999/03/08,1999,67,11.39,4.833,,,0,2.21,,,,,,,,10.37,-3.855,,,,0,2.359,1.825,-7.61,,,,0,1.434
1999/03/09,1999,68,11.55,-1.414,,,0.508,2.02,,,,,,,,5.559,-11.43,,,,0,0.985,3.904,-6.298,,,,0,2.512
1999/03/10,1999,69,9.97,-5.545,,,9.14,1.363,,,,,,,,11.21,-2.286,,,,0,1.107,0.396,-9.98,,,,0,1.472
1999/03/11,1999,70,7.52,-1.623,,,2.54,1.342,,,,,,,,8.22,-6.265,,,,0,0.916,3.319,-4.219,,,,0,1.592
1999/03/12,1999,71,9.4,-1.548,,,1.778,1.815,,,,,,,,20.74,-7.98,,,,0,0.917,1.947,-6.685,,,,0,0.989
1999/03/13,1999,72,15.98,-2.231,,,0,1.853,,,,,,,,,-3.049,,,,0,1.066,7.9,-5.274,,,,0,0.942
1999/03/14,1999,73,21.13,0.69,,,0,2.045,,,,,,,,33.17,-0.024,,,,0,0.934,11.78,3.557,,,,0,1.745
1999/03/15,1999,74,21.03,7.38,,,0,2.305,,,,,,,,23.57,-2.335,,,,0,1.32,11.89,4.707,,,,0,1.702
1999/03/16,1999,75,19.94,2.756,,,0,2.28,,,,,,,,16.97,-5.397,,,,0,0.968,9.53,1.862,,,,0,2.032
1999/03/17,1999,76,16.16,-2.822,,,0,1.548,,,,,,,,24.64,-2.954,,,,0,0.863,8.24,-1.498,,,,0,1.096
1999/03/18,1999,77,21.15,0.074,,,0,1.172,,,,,,,,30.33,-1.8,,,,0,0.758,13.35,2.709,,,,0,1.588
1999/03/19,1999,78,22.73,4.423,,,0,2.132,,,,,,,,26.82,-0.679,,,,0,1.096,14.45,4.121,,,,0,1.846
1999/03/20,1999,79,22.42,11.7,,,0,4.115,,,,,,,,12.51,-1.993,,,,0,1.833,13.45,6.319,,,,0,2.045
1999/03/21,1999,80,18.15,4.412,,,0,2.401,,,,,,,,11.63,-2.172,,,,0,0.812,8.78,-1.042,,,,0,2.214
1999/03/22,1999,81,16.45,3.136,,,2.286,1.775,,,,,,,,18.65,-2.591,,,,0,0.903,6.081,-1.17,,,,0,0.979
1999/03/23,1999,82,19.72,4.325,,,0,2.868,,,,,,,,19.46,-2.601,,,,0,0.944,11.03,1.769,,,,0,1.37
1999/03/24,1999,83,23.1,2.728,,,0,2.358,,,,,,,,20.92,-0.689,,,,0,1.252,13.47,2.501,,,,0,1.209
1999/03/25,1999,84,25.96,9.19,,,0,2.619,21.22,5.34,,,,0,3.863,14.34,-1.441,,,,0,1.408,15.65,5.551,,,,0,1.645
1999/03/26,1999,85,17.73,4.716,,,0,2.413,15.45,3.16,,,,0,3.528,4.213,-5.572,,,,0,1.872,9.98,2.162,,,,0,1.981
1999/03/27,1999,86,9.69,-0.087,,,1.778,2.819,7.92,-2.809,,,,1.016,1.386,6.58,-6.94,,,,0,1.752,3.105,-4.579,,,,0,1.772
1999/03/28,1999,87,13.02,-3.203,,,0,2.689,10.89,-4.402,,,,0,3.039,16.7,-4.517,,,,0,1.634,3.383,-5.784,,,,0,1.754
1999/03/29,1999,88,21.08,-0.324,,,0,1.904,18.12,-0.569,,,,0,2.835,14.42,-1.772,,,,0,2.079,12.31,1.508,,,,0,2.275
1999/03/30,1999,89,20.76,3.033,,,0,2.72,16.1,1.666,,,,0,5.533,0.953,-3.693,,,,0,1.012,10.44,-1.058,,,,0,2.931
1999/03/31,1999,90,3.062,-0.826,,,4.572,1.731,1.666,-1.469,,,,2.286,1.024,-1.841,-7.38,,,,0,2.199,-0.559,-4.686,,,,0,1.654
1999/04/01,1999,91,6.732,-3.508,,,12.19,1.728,3.189,-4.946,,,,5.588,2.235,3.693,-10.32,,,,0,0.832,-2.526,-8.2,,,,0,1.576
1999/04/02,1999,92,7.21,-4.07,,,0,3.394,6.242,-5.568,,,,0,1.314,3.006,-7.59,,,,0,1.376,-0.871,-9.31,,,,0,2.569
1999/04/03,1999,93,9.96,-3.127,,,7.11,1.519,5.594,-5.208,,,,4.318,0.983,5.205,-7.86,,,,0,1.272,0.68,-7.38,,,,0,1.556
1999/04/04,1999,94,12.73,-2.279,,,0,2.663,9.02,-3.773,,,,0,1.545,6.881,-7.99,,,,0,1.379,4.309,-5.363,,,,0,2.666
1999/04/05,1999,95,9.59,-1.508,,,0,2.505,7.11,-4.661,,,,0,1.218,9.51,-1.525,,,,0,0.86,3.197,-5.823,,,,0,1.986
1999/04/06,1999,96,14.6,3.736,,,0,2.38,10.99,2.374,,,,0,1.029,14.55,-2.916,,,,0,1.114,6.17,-0.099,,,,0,1.796
1999/04/07,1999,97,19.69,0.424,,,5.08,1.684,16.34,0.11,,,,3.556,1.705,11.84,-1.661,,,,0,1.199,11.93,-3.046,,,,0,1.63
1999/04/08,1999,98,16.46,0.026,,,15.75,2.059,11.53,-0.521,,,,11.68,2.471,4.524,-6.726,,,,0,2.785,6.967,-3.857,,,,0,1.969
1999/04/09,1999,99,7.29,-5.138,,,0,1.981,6.453,-3.56,,,,0,1.591,4.83,-10.69,,,,0,0.873,1.814,-8.12,,,,0,2.289
1999/04/10,1999,100,-4.558,,,,0,0.218,7.9,-7.26,,,,2.54,0.993,13.62,-7.62,,,,0,0.959,-2.179,-10.46,,,,0,1.245
1999/04/11,1999,101,,,,,,,14.76,-4.722,,,,0,2.031,17.5,-1.715,,,,0,0.76,10.47,-6.055,,,,0,1.478
1999/04/12,1999,102,,,,,,,17.97,2.154,,,,0,1.725,14.65,-1.573,,,,0,1.771,12.21,2.651,,,,0,1.566
1999/04/13,1999,103,,,,,,,17.34,2.708,,,,0,3.024,8.69,-3.489,,,,0,1.182,10.73,1.562,,,,0,1.809
1999/04/14,1999,104,,,,,,,12.39,-0.676,,,,0,2.998,8.28,-5.262,,,,0,1.135,6.006,-1.78,,,,0,1.577
1999/04/15,1999,105,,,,,,,11.03,-0.665,,,,0,2.764,10.1,-6.626,,,,0,1.511,4.659,-4.933,,,,0,1.652
1999/04/16,1999,106,,,,,,,14.15,-3.282,,,,0,2.317,16.71,-2.801,,,,0,1.254,6.461,-3.516,,,,0,1.627
1999/04/17,1999,107,,,,,,,20.53,1.6,,,,0,2.987,20,1.01,,,,0,1.185,13.46,2.729,,,,0,1.302
1999/04/18,1999,108,,,,,,,23.74,7.2,,,,0,2.396,19.52,2.172,,,,0,1.231,16.67,8.54,,,,0,1.181
1999/04/19,1999,109,,,,,,,23.65,9.22,,,,0,3.149,9.37,1.048,,,,0,0.832,17.19,9.06,,,,0,1.548
1999/04/20,1999,110,,,,,,,11.1,4.021,,,,12.19,2.352,4.764,-0.473,,,,0,1.021,9.96,1.335,,,,0,1.026
1999/04/21,1999,111,,,,,,,8.75,1.169,,,,9.4,0.447,6.038,-3.06,,,,0,0.893,4.04,-2.404,,,,0,0.968
1999/04/22,1999,112,,,,,,,8.34,-2.503,,,,0.254,1.02,8.24,0.003,,,,0,2.087,2.735,-4.56,,,,0,1.761
1999/04/23,1999,113,,,,,,,8.67,2.632,,,,0,0.447,11.68,0.375,,,,0,1.219,1.589,-2.675,,,,0,7.74
1999/04/24,1999,114,,,,,,,12.91,0.643,,,,0.508,1.42,5.118,-1.611,,,,0,1.066,9.56,-1.754,,,,0,2.92
1999/04/25,1999,115,,,,,,,8.48,-0.015,,,,8.64,0.793,15.72,-0.489,,,,0,1.34,3.059,-1.076,,,,0,1.319
1999/04/26,1999,116,,,,,,,19.06,0.96,,,,1.778,2.041,10.67,3.206,,,,0,0.549,12.65,1.157,,,,0,1.694
1999/04/27,1999,117,,,,,,,11.09,4.628,,,,22.61,1.227,11.98,2.798,,,,0,1.027,8.27,0.716,,,,0,1.368
1999/04/28,1999,118,,,,,,,11.87,4.427,,,,7.11,0.885,14.54,1.676,,,,0,1.265,7.85,0.555,,,,0,1.599
